path,bb_x1,bb_y1,bb_x2,bb_y2,width,height,cara_cubierta
14469.jpg,325.0994,150.49911,909.67224,999.85535,1024,1024,1
1447.jpg,307.66,148.2807,915.807,998.70795,1024,1024,1
14470.jpg,161.43433,163.34247,846.5641,986.2669,1024,1024,1
14471.jpg,292.66522,180.76428,772.8106,943.9806,1024,1024,1
14472.jpg,219.89056,115.94113,729.73706,987.75867,1024,1024,1
14473.jpg,272.1993,173.04428,821.8331,964.1277,1024,1024,1
14474.jpg,262.56396,93.8544,775.975,1009.75085,1024,1024,1
14475.jpg,229.63474,214.51285,801.6183,950.2274,1024,1024,1
14476.jpg,255.81403,163.39066,782.0262,956.0156,1024,1024,1
14477.jpg,245.66559,73.39331,786.1329,936.30896,1024,1024,1
14478.jpg,307.22815,215.76779,777.4121,933.53235,1024,1024,1
14479.jpg,306.16336,270.62134,859.9304,901.8701,1024,1024,1
1448.jpg,239.79593,203.67294,822.2577,973.5874,1024,1024,1
14480.jpg,252.00446,148.20078,843.7802,910.9885,1024,1024,1
14481.jpg,306.92435,103.30597,899.4888,979.0087,1024,1024,1
14482.jpg,237.47336,153.93582,942.427,987.07776,1024,1024,1
14483.jpg,184.51343,171.2659,765.5807,958.12305,1024,1024,1
14484.jpg,195.79945,328.3588,700.65594,929.3783,1024,1024,1
14485.jpg,260.3087,106.000275,773.17554,927.881,1024,1024,1
14486.jpg,300.52173,91.3844,790.2252,991.8341,1024,1024,1
14487.jpg,237.75922,128.19345,770.5315,940.343,1024,1024,1
14488.jpg,281.53613,257.519,760.624,930.37427,1024,1024,1
14489.jpg,171.58102,166.49127,720.5989,982.05096,1024,1024,1
1449.jpg,259.5626,164.86502,855.53564,997.7361,1024,1024,1
14490.jpg,335.6684,181.04236,956.0961,904.7958,1024,1024,1
14491.jpg,203.67682,143.57846,753.1173,983.4851,1024,1024,1
14492.jpg,206.5224,124.35248,853.9659,997.3056,1024,1024,1
14493.jpg,246.82251,139.12747,800.13574,971.42175,1024,1024,1
14494.jpg,213.91653,160.051,765.0111,940.7268,1024,1024,1
14495.jpg,241.05624,173.96698,814.4286,983.36017,1024,1024,1
14496.jpg,255.46423,109.0853,769.73914,980.45215,1024,1024,1
14497.jpg,235.34216,30.1586,850.8198,1001.1648,1024,1024,1
14498.jpg,251.62604,85.79257,859.9467,1019.38916,1024,1024,1
14499.jpg,250.01831,144.51315,835.0355,984.68054,1024,1024,1
145.jpg,281.15506,260.98804,809.72363,939.49426,1024,1024,1
1450.jpg,337.49774,151.47162,796.9428,966.45685,1024,1024,1
14500.jpg,207.07513,123.94672,806.9814,978.07965,1024,1024,1
14501.jpg,167.39728,104.64612,812.67944,966.14526,1024,1024,1
14502.jpg,248.94843,236.23325,859.3768,906.33276,1024,1024,1
14503.jpg,240.60385,229.09329,753.7604,982.26355,1024,1024,1
14504.jpg,202.80148,240.40366,797.12463,968.5845,1024,1024,1
14505.jpg,203.34973,173.80508,764.5177,947.7516,1024,1024,1
14506.jpg,257.74826,134.53293,827.0011,1026.0791,1024,1024,1
14507.jpg,262.96274,206.21222,825.4508,989.09186,1024,1024,1
14508.jpg,243.79318,127.29196,820.2051,952.6354,1024,1024,1
14509.jpg,128.08679,116.907074,756.22345,966.2291,1024,1024,1
1451.jpg,343.275,140.83371,969.22925,937.2323,1024,1024,1
14510.jpg,197.61102,231.66962,777.7027,939.68414,1024,1024,1
14511.jpg,250.42984,80.40692,863.7097,991.299,1024,1024,1
14512.jpg,288.81903,171.40848,833.633,959.73096,1024,1024,1
14513.jpg,288.42044,93.01227,818.27344,994.98553,1024,1024,1
14514.jpg,201.91205,75.03009,747.47473,978.18146,1024,1024,1
14515.jpg,198.55017,168.09976,765.7482,987.11035,1024,1024,1
14516.jpg,255.66791,148.51569,768.9816,976.61725,1024,1024,1
14517.jpg,255.2795,224.60736,757.4012,955.02167,1024,1024,1
14518.jpg,234.38123,87.3114,824.63135,1013.74414,1024,1024,1
14519.jpg,229.56815,115.19443,803.147,996.4551,1024,1024,1
1452.jpg,247.10684,72.87952,870.7977,975.9646,1024,1024,1
14520.jpg,229.60672,30.000366,836.63464,1069.6244,1024,1024,1
14521.jpg,270.23758,204.48813,782.7853,968.0708,1024,1024,1
14522.jpg,255.29828,133.16052,782.9283,969.64343,1024,1024,1
14523.jpg,278.58194,161.23657,861.2528,954.71814,1024,1024,1
14524.jpg,234.86288,86.62375,757.10474,982.44446,1024,1024,1
14525.jpg,324.91187,196.28516,770.2643,958.35913,1024,1024,1
14526.jpg,73.79999,159.15283,743.95166,994.463,1024,1024,1
14528.jpg,226.57309,105.767,854.26697,988.25916,1024,1024,1
14529.jpg,229.64816,138.77594,779.5597,977.3995,1024,1024,1
1453.jpg,258.33817,205.58685,808.79224,949.65546,1024,1024,1
14530.jpg,187.84262,141.2012,760.9999,928.48584,1024,1024,1
14531.jpg,297.53897,106.267914,764.2888,992.8556,1024,1024,1
14532.jpg,164.4831,152.2254,748.7928,967.2424,1024,1024,1
14533.jpg,239.67734,241.11954,776.81323,899.23376,1024,1024,1
14534.jpg,224.3937,48.89435,820.8623,1012.1082,1024,1024,1
14535.jpg,203.35498,152.4479,782.976,1014.8944,1024,1024,1
14536.jpg,246.7489,41.1261,936.24475,976.22766,1024,1024,1
14537.jpg,352.02023,180.9237,734.51794,929.09436,1024,1024,1
14538.jpg,335.12158,212.79718,807.8767,953.28876,1024,1024,1
14539.jpg,114.471985,168.41977,735.9565,996.4292,1024,1024,1
1454.jpg,254.07489,140.75882,825.2696,967.1384,1024,1024,1
14540.jpg,209.0434,35.07605,810.6512,1057.1434,1024,1024,1
14541.jpg,230.01685,135.71548,807.5663,943.62964,1024,1024,1
14542.jpg,226.48428,147.93826,767.5376,960.27124,1024,1024,1
14543.jpg,228.08487,177.1962,762.74,967.5077,1024,1024,1
14544.jpg,261.32504,100.60565,794.19995,1004.60614,1024,1024,1
14545.jpg,276.07724,120.04938,845.8208,935.97626,1024,1024,1
14546.jpg,201.30475,140.78165,909.89923,995.27136,1024,1024,1
14547.jpg,225.71484,167.92032,770.8085,944.00574,1024,1024,1
14548.jpg,237.64853,167.11295,810.36426,902.51807,1024,1024,1
14549.jpg,283.0503,136.92297,820.58215,954.4065,1024,1024,1
1455.jpg,262.42184,138.14072,829.3429,948.33984,1024,1024,1
14550.jpg,158.1872,136.36493,781.03986,985.9191,1024,1024,1
14551.jpg,257.09827,160.20062,792.3131,953.1357,1024,1024,1
14552.jpg,260.68448,69.59515,776.8794,970.70123,1024,1024,1
14553.jpg,283.89423,108.41525,951.76373,985.92236,1024,1024,1
14554.jpg,131.14325,174.84137,753.459,958.32904,1024,1024,1
14555.jpg,188.63974,113.73999,834.9646,930.87585,1024,1024,1
14556.jpg,260.59204,187.71814,844.12463,954.6127,1024,1024,1
14557.jpg,305.5699,196.98782,798.8765,1033.2166,1024,1024,1
14558.jpg,233.8866,146.65634,871.0206,952.4812,1024,1024,1
14559.jpg,185.72891,160.79382,794.94434,965.8956,1024,1024,1
1456.jpg,289.64948,129.07684,767.2828,994.13007,1024,1024,1
14560.jpg,271.27228,112.776825,785.46234,982.7108,1024,1024,1
14561.jpg,257.14316,89.58963,787.32056,1005.93677,1024,1024,1
14562.jpg,233.07858,164.15836,795.21594,956.0221,1024,1024,1
14563.jpg,311.59647,132.65012,835.4385,971.52966,1024,1024,1
14564.jpg,247.18484,187.63379,793.43274,941.9437,1024,1024,1
14565.jpg,238.77698,134.09213,806.90234,998.4757,1024,1024,1
14566.jpg,179.09201,251.34607,773.12366,909.68225,1024,1024,1
14567.jpg,218.29706,156.85767,752.5526,994.0608,1024,1024,1
14568.jpg,238.5037,142.44907,763.0608,957.68335,1024,1024,1
14569.jpg,232.62103,173.14084,777.0877,934.25977,1024,1024,1
1457.jpg,250.69254,159.28876,775.67224,956.31476,1024,1024,1
14570.jpg,242.80798,159.44498,853.69775,962.6062,1024,1024,1
14571.jpg,301.61853,232.93161,707.88544,902.574,1024,1024,1
14572.jpg,211.64532,127.83972,828.7795,1001.2588,1024,1024,1
14573.jpg,335.31973,215.64001,662.13354,956.161,1024,1024,1
14574.jpg,212.50835,173.50333,706.16315,952.8102,1024,1024,1
14575.jpg,307.5786,84.70499,724.31104,984.1492,1024,1024,1
14577.jpg,258.74448,169.4397,782.64685,935.57275,1024,1024,1
14578.jpg,320.48587,139.21964,701.9094,942.20386,1024,1024,1
14579.jpg,274.3532,171.96457,753.75275,917.5154,1024,1024,1
1458.jpg,235.02908,154.74619,807.61816,983.5707,1024,1024,1
14580.jpg,133.018,138.6242,765.05255,990.5174,1024,1024,1
14581.jpg,260.787,155.26718,760.7299,972.42114,1024,1024,1
14582.jpg,223.5859,166.04434,751.5447,950.74207,1024,1024,1
14583.jpg,256.0491,69.59076,786.2235,1005.6246,1024,1024,1
14584.jpg,268.79178,150.77585,822.7273,977.3782,1024,1024,1
14585.jpg,274.2995,215.98727,876.09,958.58655,1024,1024,1
14586.jpg,254.69824,170.34152,811.7832,955.26733,1024,1024,1
14587.jpg,152.08334,201.73184,688.98413,940.1808,1024,1024,1
14588.jpg,297.15872,58.38565,917.2168,1030.6256,1024,1024,1
14589.jpg,239.95361,69.10748,821.052,1000.39276,1024,1024,1
1459.jpg,182.76254,113.395874,783.7269,1017.07996,1024,1024,1
14590.jpg,92.14465,194.89609,701.03284,987.7859,1024,1024,1
14591.jpg,286.93958,136.73566,888.74695,983.78705,1024,1024,1
14592.jpg,250.68542,147.44925,768.38153,979.88184,1024,1024,1
14593.jpg,217.30798,157.89667,733.3069,984.94305,1024,1024,1
14594.jpg,273.98016,185.71378,762.0881,961.9757,1024,1024,1
14595.jpg,331.78818,120.288635,883.7687,918.3322,1024,1024,1
14596.jpg,239.823,196.01227,775.9072,924.1463,1024,1024,1
14597.jpg,143.12521,157.5315,771.44775,926.34033,1024,1024,1
14598.jpg,248.99661,111.520905,829.3645,971.95935,1024,1024,1
14599.jpg,193.00607,184.3417,765.9148,946.00745,1024,1024,1
146.jpg,259.61328,214.68475,803.0349,897.18536,1024,1024,1
1460.jpg,302.48312,198.55261,864.3168,968.4719,1024,1024,1
14600.jpg,229.0109,185.72571,796.44214,964.6024,1024,1024,1
14601.jpg,205.63095,163.9837,783.5813,975.6635,1024,1024,1
14602.jpg,259.49118,174.22568,754.68445,988.07227,1024,1024,1
14603.jpg,252.82452,147.54108,815.9727,994.86444,1024,1024,1
14604.jpg,283.4087,198.17538,780.20276,981.39136,1024,1024,1
14605.jpg,256.20312,89.37311,899.7101,974.48456,1024,1024,1
14606.jpg,182.59427,160.17383,787.8823,965.13916,1024,1024,1
14607.jpg,194.9472,167.28455,779.56903,949.72266,1024,1024,1
14608.jpg,209.703,169.47562,842.45996,944.4326,1024,1024,1
14609.jpg,222.44647,182.6911,891.12494,979.97174,1024,1024,1
1461.jpg,218.08005,268.9919,781.73914,953.02673,1024,1024,1
14610.jpg,262.3125,170.62411,746.66425,956.71875,1024,1024,1
14611.jpg,278.49252,182.60458,849.5133,894.15234,1024,1024,1
14612.jpg,162.02637,132.08194,773.7288,948.6764,1024,1024,1
14613.jpg,347.68683,120.03885,785.37616,989.2849,1024,1024,1
14614.jpg,294.06693,147.88504,764.744,1019.5366,1024,1024,1
14615.jpg,217.91428,186.57712,821.7318,972.8917,1024,1024,1
14616.jpg,339.0626,125.396515,860.99023,980.7329,1024,1024,1
14617.jpg,246.1423,174.38162,774.78955,962.33276,1024,1024,1
14618.jpg,262.5077,99.37222,830.6533,979.70154,1024,1024,1
14619.jpg,218.64288,180.19232,770.34546,1010.23834,1024,1024,1
1462.jpg,157.98029,199.84744,756.67816,921.53845,1024,1024,1
14620.jpg,286.5001,173.03992,778.73364,961.04944,1024,1024,1
14621.jpg,226.32065,251.36176,777.537,901.1722,1024,1024,1
14622.jpg,194.98303,166.49597,746.57495,933.4778,1024,1024,1
14623.jpg,264.57166,267.57773,836.62244,957.83594,1024,1024,1
14624.jpg,249.21829,91.19,828.1854,1001.1906,1024,1024,1
14625.jpg,292.51248,220.84952,893.4114,919.39026,1024,1024,1
14626.jpg,316.96332,114.08261,820.6834,970.823,1024,1024,1
14627.jpg,134.16891,121.39578,771.0736,960.03516,1024,1024,1
14628.jpg,208.93732,195.3154,768.59393,995.6741,1024,1024,1
14629.jpg,139.80939,244.77127,662.6723,889.4607,1024,1024,1
1463.jpg,223.40518,178.28146,808.30664,992.33276,1024,1024,1
14630.jpg,275.36368,264.09875,860.27734,953.85315,1024,1024,1
14631.jpg,198.75552,58.966217,811.5697,1025.4362,1024,1024,1
14632.jpg,352.9599,137.28012,842.8183,873.0386,1024,1024,1
14633.jpg,229.87701,115.66153,789.8788,982.4723,1024,1024,1
14634.jpg,183.06631,145.98401,751.5104,968.9822,1024,1024,1
14635.jpg,228.0448,162.24948,755.5106,974.6218,1024,1024,1
14636.jpg,239.08441,151.05652,811.4621,964.52026,1024,1024,1
14637.jpg,183.28735,119.55487,810.2279,1008.2048,1024,1024,1
14638.jpg,248.10995,151.56622,825.6028,984.1097,1024,1024,1
14639.jpg,280.907,205.0245,889.2627,927.1051,1024,1024,1
1464.jpg,199.0199,91.16507,937.036,1019.073,1024,1024,1
14640.jpg,90.97775,113.49582,708.61145,956.7062,1024,1024,1
14641.jpg,206.68387,139.12366,817.0642,1014.71643,1024,1024,1
14642.jpg,272.72275,262.9653,869.96643,978.8026,1024,1024,1
14643.jpg,143.25598,254.61447,657.5746,906.92676,1024,1024,1
14644.jpg,280.3747,151.12491,889.2974,970.98987,1024,1024,1
14645.jpg,222.22043,146.7945,762.2572,983.90485,1024,1024,1
14646.jpg,229.53302,124.622375,868.5251,965.6884,1024,1024,1
14647.jpg,220.0809,190.48123,758.3181,968.29004,1024,1024,1
14648.jpg,309.5525,262.33902,818.2999,893.93933,1024,1024,1
14649.jpg,282.0777,132.57034,787.607,928.41724,1024,1024,1
1465.jpg,277.97296,179.99335,789.21124,929.6923,1024,1024,1
14650.jpg,253.56204,173.04108,849.2169,967.0816,1024,1024,1
14651.jpg,304.68906,187.98657,804.50574,910.4741,1024,1024,1
14652.jpg,304.21652,206.76337,803.70483,920.2436,1024,1024,1
14653.jpg,252.17343,163.87851,808.7827,967.67334,1024,1024,1
14654.jpg,253.64789,94.49844,838.8466,1004.9762,1024,1024,1
14655.jpg,270.956,143.80624,850.4787,958.42786,1024,1024,1
14656.jpg,252.28453,201.8414,764.16345,930.8264,1024,1024,1
14657.jpg,251.98386,182.57617,782.129,924.2081,1024,1024,1
14658.jpg,269.63074,227.37595,750.19653,984.6189,1024,1024,1
14659.jpg,286.1836,139.4668,782.0481,1024.6445,1024,1024,1
1466.jpg,273.428,152.1813,813.15686,993.38916,1024,1024,1
14660.jpg,229.76868,178.00644,770.2464,984.6709,1024,1024,1
14661.jpg,241.52335,178.94131,758.39685,980.3739,1024,1024,1
14662.jpg,214.60345,244.50757,761.9404,950.4525,1024,1024,1
14663.jpg,264.15073,193.3729,771.16785,949.79517,1024,1024,1
14664.jpg,274.41913,59.621246,819.45636,941.2982,1024,1024,1
14665.jpg,246.36075,177.36087,842.57446,998.70776,1024,1024,1
14666.jpg,234.03671,60.461243,858.51965,993.3212,1024,1024,1
14667.jpg,117.6225,156.83011,719.82007,1003.2842,1024,1024,1
14668.jpg,245.2561,138.63437,790.94006,970.1273,1024,1024,1
14669.jpg,259.58072,194.34598,803.5503,922.90283,1024,1024,1
1467.jpg,225.47992,176.19708,803.98663,941.825,1024,1024,1
14670.jpg,291.37848,98.587494,887.696,924.8457,1024,1024,1
14671.jpg,230.65591,44.8403,875.2328,968.7416,1024,1024,1
14672.jpg,149.71136,187.07843,742.96265,987.11554,1024,1024,1
14673.jpg,281.05505,176.01865,776.40674,933.8751,1024,1024,1
14674.jpg,134.87277,120.54715,785.0104,997.7202,1024,1024,1
14675.jpg,225.07056,123.14041,762.45825,985.94214,1024,1024,1
14676.jpg,272.48102,156.57965,780.717,960.4428,1024,1024,1
14677.jpg,183.19806,61.623657,964.9615,1013.8063,1024,1024,1
14678.jpg,243.18347,92.90793,793.53186,970.92834,1024,1024,1
14679.jpg,161.02676,143.39423,777.0095,935.1807,1024,1024,1
1468.jpg,209.89563,127.98517,811.86566,990.44086,1024,1024,1
14680.jpg,248.96417,146.49698,788.1036,952.3849,1024,1024,1
14681.jpg,232.3711,186.47485,786.9726,968.6808,1024,1024,1
14682.jpg,281.58942,160.93546,759.4213,909.4994,1024,1024,1
14683.jpg,211.2453,143.86624,768.6632,960.6749,1024,1024,1
14684.jpg,261.0863,197.82126,745.9338,906.0293,1024,1024,1
14685.jpg,264.4847,167.53162,781.5137,919.0499,1024,1024,1
14686.jpg,248.02878,155.12753,780.3688,953.28894,1024,1024,1
14687.jpg,250.4166,111.32486,789.6378,920.657,1024,1024,1
14688.jpg,229.34607,113.05881,827.99915,988.0342,1024,1024,1
14689.jpg,290.91882,248.81308,764.4231,967.12976,1024,1024,1
1469.jpg,243.40768,200.31253,776.7875,958.84045,1024,1024,1
14690.jpg,249.40698,285.1216,766.6743,920.6543,1024,1024,1
14691.jpg,282.08813,222.67477,797.3063,927.02344,1024,1024,1
14692.jpg,240.28113,201.16736,784.81335,951.6144,1024,1024,1
14693.jpg,251.7315,164.58383,827.5799,1009.615,1024,1024,1
14694.jpg,238.48343,152.5408,806.9237,957.0969,1024,1024,1
14695.jpg,381.51526,175.08768,849.6914,977.4149,1024,1024,1
14696.jpg,172.56982,155.95825,790.5254,963.2175,1024,1024,1
14697.jpg,396.38525,191.26462,852.2106,933.2294,1024,1024,1
14698.jpg,230.61743,269.47806,798.053,962.0853,1024,1024,1
14699.jpg,193.3924,199.93173,735.0899,929.00037,1024,1024,1
147.jpg,268.2948,174.60626,964.6721,958.6823,1024,1024,1
1470.jpg,251.49106,173.96747,772.2258,966.9489,1024,1024,1
14700.jpg,260.5394,134.73111,823.7645,944.0095,1024,1024,1
14701.jpg,271.77435,153.6752,805.42096,985.9735,1024,1024,1
14702.jpg,270.37503,116.438385,841.1699,963.97107,1024,1024,1
14703.jpg,255.08023,193.71771,729.90686,936.82404,1024,1024,1
14704.jpg,245.4992,120.904816,798.57306,1001.1455,1024,1024,1
14705.jpg,250.46667,175.57233,804.4729,956.88763,1024,1024,1
14706.jpg,179.21954,71.25229,776.33105,977.77,1024,1024,1
14707.jpg,241.77145,143.89993,846.7532,986.26855,1024,1024,1
14708.jpg,255.28506,106.419556,819.2417,966.98706,1024,1024,1
14709.jpg,226.80511,22.594147,877.7818,1007.5901,1024,1024,1
1471.jpg,246.60596,81.727844,790.12646,976.2426,1024,1024,1
14710.jpg,144.81839,115.86157,753.4337,974.6814,1024,1024,1
14711.jpg,312.37073,72.794495,707.4629,979.3984,1024,1024,1
14712.jpg,260.33847,174.24884,773.1559,922.8244,1024,1024,1
14713.jpg,232.54123,180.6503,818.13684,909.8544,1024,1024,1
14714.jpg,272.46924,124.82938,868.10767,985.84875,1024,1024,1
14715.jpg,192.09988,247.18857,803.952,840.5668,1024,1024,1
14716.jpg,249.67221,224.04395,799.1929,942.2191,1024,1024,1
14717.jpg,256.49548,146.8722,801.584,895.2914,1024,1024,1
14718.jpg,146.01599,123.41388,748.51404,974.38214,1024,1024,1
14719.jpg,217.93124,254.68054,802.5215,921.31445,1024,1024,1
1472.jpg,263.7178,167.8576,779.66907,1001.4676,1024,1024,1
14720.jpg,179.84619,150.87296,788.3052,981.0419,1024,1024,1
14721.jpg,252.55402,123.700806,777.0783,943.1603,1024,1024,1
14722.jpg,262.13287,149.13611,763.22687,995.73865,1024,1024,1
14723.jpg,168.40524,89.14322,784.54956,967.3734,1024,1024,1
14725.jpg,291.44733,219.90012,781.6191,961.4807,1024,1024,1
14726.jpg,241.90161,117.10776,772.03125,999.25024,1024,1024,1
14727.jpg,307.87643,97.21829,913.6648,957.7888,1024,1024,1
14728.jpg,215.59238,170.56116,808.66943,959.50684,1024,1024,1
14729.jpg,254.33197,126.391266,777.4737,895.53894,1024,1024,1
1473.jpg,357.49664,119.00452,920.4725,960.6212,1024,1024,1
14730.jpg,218.3078,141.35425,782.2746,970.0228,1024,1024,1
14731.jpg,250.78156,105.510956,793.05536,1007.96045,1024,1024,1
14732.jpg,258.3353,139.2847,784.7583,933.0823,1024,1024,1
14733.jpg,208.20508,208.98267,775.5416,955.54224,1024,1024,1
14734.jpg,249.21643,51.727936,911.18054,1053.7528,1024,1024,1
14735.jpg,148.56241,213.0332,666.21716,930.13586,1024,1024,1
14736.jpg,245.03317,166.71136,770.9878,959.5662,1024,1024,1
14737.jpg,198.8732,-69.252686,823.5309,1033.5137,1024,1024,1
14738.jpg,233.09933,156.23999,843.0392,931.12036,1024,1024,1
14739.jpg,120.59949,109.203735,734.6449,971.1891,1024,1024,1
1474.jpg,169.26453,146.54895,839.6377,989.0188,1024,1024,1
14740.jpg,337.02487,96.48984,882.6487,944.55994,1024,1024,1
14741.jpg,255.85406,203.56479,801.74274,950.2931,1024,1024,1
14742.jpg,227.25479,83.14343,754.5111,1005.80066,1024,1024,1
14743.jpg,270.31863,160.7959,761.06287,914.959,1024,1024,1
14744.jpg,238.34845,274.55893,901.4953,960.15796,1024,1024,1
14746.jpg,221.97076,113.17944,820.59625,979.4852,1024,1024,1
14747.jpg,226.2775,117.77719,754.0116,928.172,1024,1024,1
14748.jpg,233.63477,146.42719,746.1285,979.4996,1024,1024,1
14749.jpg,225.29088,88.37738,723.28094,1029.4849,1024,1024,1
1475.jpg,224.99829,143.35117,818.7179,971.7827,1024,1024,1
14751.jpg,172.73645,4.7268677,806.62067,1032.3743,1024,1024,1
14752.jpg,249.80328,263.02322,794.65875,920.3701,1024,1024,1
14753.jpg,239.4696,119.79959,777.8033,1015.4907,1024,1024,1
14754.jpg,148.9726,125.00067,802.94946,968.7458,1024,1024,1
14755.jpg,264.10736,262.91922,802.3227,922.47156,1024,1024,1
14756.jpg,238.23267,168.33505,800.8019,978.5277,1024,1024,1
14757.jpg,295.67447,220.56598,716.6593,931.221,1024,1024,1
14758.jpg,229.18231,195.97653,755.0742,959.45154,1024,1024,1
14759.jpg,243.75665,192.17789,882.1141,952.0443,1024,1024,1
1476.jpg,98.275116,192.95233,738.63025,956.5523,1024,1024,1
14760.jpg,273.51212,146.25766,819.8889,957.3003,1024,1024,1
14761.jpg,228.08484,212.26572,754.8077,953.7639,1024,1024,1
14762.jpg,218.69437,202.55011,817.98376,938.2592,1024,1024,1
14763.jpg,286.6222,114.94437,753.0132,931.9236,1024,1024,1
14764.jpg,253.93893,180.75928,827.43494,960.85815,1024,1024,1
14765.jpg,256.46765,193.71365,756.1875,906.13477,1024,1024,1
14766.jpg,376.58405,273.75836,731.784,929.8304,1024,1024,1
14767.jpg,226.58661,182.86182,752.93585,941.0642,1024,1024,1
14768.jpg,237.12225,98.653625,882.89886,947.7171,1024,1024,1
14769.jpg,204.3432,118.61783,794.91876,1016.3512,1024,1024,1
1477.jpg,212.50262,141.6828,786.10614,921.8372,1024,1024,1
14770.jpg,228.15979,150.27249,753.749,977.38806,1024,1024,1
14771.jpg,236.04056,179.46054,829.3246,962.0392,1024,1024,1
14772.jpg,247.27637,166.56143,756.4675,962.8075,1024,1024,1
14773.jpg,198.88419,124.53763,822.76465,942.9636,1024,1024,1
14774.jpg,156.70972,121.68729,684.38416,984.1045,1024,1024,1
14775.jpg,176.75296,150.83722,771.682,1019.81195,1024,1024,1
14776.jpg,191.37433,177.53998,835.50946,989.368,1024,1024,1
14777.jpg,250.51102,127.554474,839.897,977.1212,1024,1024,1
14778.jpg,295.6551,21.606415,859.8326,984.87476,1024,1024,1
14779.jpg,212.1001,55.878296,811.4445,1029.0609,1024,1024,1
1478.jpg,241.00058,138.80075,803.2427,970.1664,1024,1024,1
14780.jpg,226.37317,155.43051,852.0708,965.6229,1024,1024,1
14781.jpg,249.37985,121.83255,808.14575,963.18787,1024,1024,1
14782.jpg,254.00012,248.42465,806.6156,973.93884,1024,1024,1
14783.jpg,122.355774,176.2977,783.861,913.96765,1024,1024,1
14784.jpg,289.86108,206.82288,748.9818,909.9678,1024,1024,1
14785.jpg,213.4209,11.653412,804.46295,1017.22644,1024,1024,1
14786.jpg,265.1621,119.0997,727.346,1000.8616,1024,1024,1
14787.jpg,282.51562,214.43723,730.0829,971.6312,1024,1024,1
14788.jpg,270.6221,127.72418,907.42285,974.66315,1024,1024,1
14789.jpg,372.22314,123.564606,818.93774,955.96594,1024,1024,1
1479.jpg,271.96167,152.24551,822.8087,956.11206,1024,1024,1
14790.jpg,260.9227,88.96829,828.87024,974.8622,1024,1024,1
14791.jpg,224.4704,156.57095,792.1535,945.5316,1024,1024,1
14792.jpg,202.94089,195.82333,764.4553,941.86365,1024,1024,1
14793.jpg,134.84653,184.11798,779.88,964.31146,1024,1024,1
14794.jpg,248.19026,235.23633,675.0059,877.23303,1024,1024,1
14795.jpg,293.9048,54.509247,904.0924,950.65173,1024,1024,1
14796.jpg,253.05515,275.43588,776.1902,930.4011,1024,1024,1
14797.jpg,247.47342,70.13211,808.896,1003.9059,1024,1024,1
14798.jpg,178.24289,107.558014,736.77466,978.0172,1024,1024,1
14799.jpg,262.88013,201.2785,749.4442,959.38605,1024,1024,1
148.jpg,188.685,97.49481,791.809,941.9958,1024,1024,1
1480.jpg,265.71115,119.74753,842.2158,1015.1067,1024,1024,1
14800.jpg,188.5542,158.59036,769.90875,979.9905,1024,1024,1
14801.jpg,218.6828,200.36765,812.7034,1025.5262,1024,1024,1
14802.jpg,258.79987,137.5535,800.6326,954.9717,1024,1024,1
14803.jpg,279.7687,171.54639,796.63684,966.746,1024,1024,1
14804.jpg,258.1872,92.88904,921.18854,1031.5635,1024,1024,1
14805.jpg,258.44315,273.6314,809.734,932.56805,1024,1024,1
14806.jpg,206.90546,173.39917,764.875,959.34485,1024,1024,1
14807.jpg,136.7102,173.15402,743.00366,979.05493,1024,1024,1
14808.jpg,253.20345,138.48502,764.14124,977.73926,1024,1024,1
14809.jpg,184.48697,157.57278,837.35645,980.1907,1024,1024,1
1481.jpg,221.26361,144.64432,779.7184,921.66943,1024,1024,1
14810.jpg,270.4113,129.18951,807.72595,993.4572,1024,1024,1
14811.jpg,269.73206,264.14322,780.0073,911.3187,1024,1024,1
14812.jpg,195.98102,201.2294,745.25195,957.9479,1024,1024,1
14813.jpg,238.30145,181.74948,752.8937,951.9563,1024,1024,1
14814.jpg,260.09427,142.48117,797.5044,911.0277,1024,1024,1
14815.jpg,263.56155,155.17416,764.28577,950.55505,1024,1024,1
14816.jpg,267.06546,229.2164,785.3085,979.411,1024,1024,1
14817.jpg,227.88004,219.32678,808.6809,944.0062,1024,1024,1
14818.jpg,258.81943,97.100464,797.2637,957.661,1024,1024,1
14819.jpg,213.38068,149.03265,752.4267,983.01605,1024,1024,1
1482.jpg,212.87225,200.79654,761.0743,932.55676,1024,1024,1
14820.jpg,379.02618,208.21854,773.6657,991.2334,1024,1024,1
14821.jpg,235.63153,171.86334,829.4322,991.81793,1024,1024,1
14822.jpg,144.28055,180.70609,736.3413,987.31726,1024,1024,1
14823.jpg,318.95312,127.11316,867.22815,942.0917,1024,1024,1
14824.jpg,300.42072,203.97922,750.63995,948.63367,1024,1024,1
14825.jpg,250.41953,235.462,785.73486,941.3578,1024,1024,1
14826.jpg,248.16177,185.22656,756.04663,950.16455,1024,1024,1
14827.jpg,348.0079,189.56863,696.0864,939.1183,1024,1024,1
14828.jpg,289.3593,205.03296,805.0423,972.44385,1024,1024,1
14829.jpg,265.13907,195.4302,819.96326,940.6658,1024,1024,1
14830.jpg,289.8205,143.7449,935.0787,1001.09924,1024,1024,1
14831.jpg,263.09973,119.547455,896.33923,912.1736,1024,1024,1
14832.jpg,250.9656,196.23792,837.854,936.0112,1024,1024,1
